accession,normalization,neighbors,0,1,cluster,protein
>KX978793,l2,100,0.9848981,-0.1731353,51,H13
>MF147313,l2,100,0.69681257,0.7172533,47,H13
>KX979019,l2,100,0.7468279,0.66501737,47,H13
>KX977650,l2,100,-0.9986196,-0.052525133,215,H16
>MF147513,l2,100,-0.65480334,0.7557993,88,H16
>MF148049,l2,100,0.97418463,-0.22575286,51,H13
>KX977664,l2,100,0.99621534,-0.086919054,47,H13
>MF694057,l2,100,0.98777395,-0.15589316,47,H13
>KX978037,l2,100,0.9846896,-0.17431712,51,H13
>MF145899,l2,100,0.9848399,-0.17346545,51,H13
>KX978433,l2,100,0.9850085,-0.17250603,51,H13
>KX979591,l2,100,0.9850386,-0.17233405,51,H13
>KX978183,l2,100,0.9863966,-0.16438246,51,H13
>KX978539,l2,100,0.982448,-0.18653665,55,H13
>MF147977,l2,100,0.97552305,-0.21989729,58,H13
>MF147208,l2,100,0.97620076,-0.21686855,58,H13
>MF146078,l2,100,0.696728,0.71733546,47,H13
>MF147927,l2,100,-0.9928221,-0.11960014,215,H16
>KX978913,l2,100,0.9345023,0.35595724,238,H13
>MF147771,l2,100,0.97611475,-0.21725583,58,H13
>KX978308,l2,100,0.9750122,-0.22215149,58,H13
>MF146479,l2,100,0.9754832,-0.22007425,58,H13
>MF146534,l2,100,0.97596085,-0.21794577,58,H13
>MF147740,l2,100,0.9752979,-0.22089335,58,H13
>MF146435,l2,100,0.9748479,-0.22287153,58,H13
>KX979088,l2,100,0.9750863,-0.22182618,58,H13
>MF147719,l2,100,0.9747823,-0.22315787,58,H13
>MF147553,l2,100,0.97452444,-0.2242816,58,H13
>MF146833,l2,100,0.9757914,-0.21870337,58,H13
>MF148122,l2,100,0.69689775,0.7171705,47,H13
>MF145916,l2,100,0.74661773,0.6652532,47,H13
>KX979541,l2,100,0.9334133,0.3588029,238,H13
>KX978398,l2,100,-0.64763975,0.76194674,88,H16
>MF146523,l2,100,0.97479993,-0.22308077,58,H13
>MF147007,l2,100,0.9741679,-0.22582537,51,H13
>MF145735,l2,100,0.9753888,-0.22049153,58,H13
>MF147558,l2,100,0.99035245,-0.13857114,51,H13
>KX977630,l2,100,0.99065053,-0.13642418,51,H13
>MF146431,l2,100,0.97522306,-0.22122371,58,H13
>MF146500,l2,100,0.9905569,-0.13710208,51,H13
>MF147405,l2,100,0.97499657,-0.2222196,58,H13
>MF146583,l2,100,0.9906086,-0.13672821,51,H13
>MF145859,l2,100,0.69811434,0.71598625,47,H13
>KX978997,l2,100,-0.99153703,-0.12982394,215,H16
>KX977766,l2,100,-0.99189013,-0.1270983,215,H16
>MF147101,l2,100,0.97588354,-0.21829198,58,H13
>MF147981,l2,100,0.99632883,-0.08560858,47,H13
>MF146410,l2,100,-0.9921809,-0.12480834,215,H16
>MF147814,l2,100,0.97457254,-0.22407223,58,H13
>KX978686,l2,100,0.9963549,-0.085305594,47,H13
>KX978083,l2,100,-0.6416183,0.76702416,88,H16
>MF575214,l2,100,-0.65326726,0.7571274,88,H16
>MF145897,l2,100,0.9748014,-0.22307453,58,H13
>MF146531,l2,100,0.9963117,-0.08580768,47,H13
>MF146229,l2,100,0.6973133,0.71676654,47,H13
>KX978076,l2,100,0.9359821,0.35204753,238,H13
>MF147189,l2,100,0.97500646,-0.22217648,58,H13
>KX979090,l2,100,0.9962156,-0.0869167,47,H13
>KX978980,l2,100,0.9332269,0.35928756,238,H13
>MF147647,l2,100,0.9742235,-0.22558506,51,H13
>MF146608,l2,100,-0.9999505,-0.009949917,215,H16
>MF146148,l2,100,-0.9918811,-0.12716863,215,H16
>MF148130,l2,100,0.97547376,-0.22011586,58,H13
>KX979063,l2,100,0.9352963,0.35386553,238,H13
>MF147797,l2,100,0.74666405,0.66520137,47,H13
>MF146087,l2,100,0.993945,0.109878466,238,H13
>KX977772,l2,100,0.990479,-0.13766402,51,H13
>MF694026,l2,100,0.9878062,-0.15568846,47,H13
>MF682696,l2,100,0.74673915,0.665117,47,H13
>MF146063,l2,100,0.9744825,-0.22446387,58,H13
>MF959992,l2,100,-0.6401404,0.76825786,88,H16
>MF147878,l2,100,0.97534907,-0.22066756,58,H13
>KX978709,l2,100,-0.99358386,-0.113097295,215,H16
>MF575026,l2,100,-0.6557898,0.7549435,88,H16
>MF145799,l2,100,0.9739749,-0.22665605,51,H13
>MF146268,l2,100,-0.9918871,-0.12712216,215,H16
>KX977887,l2,100,0.9741053,-0.22609481,58,H13
>KX978812,l2,100,0.98296654,-0.1837846,47,H13
>MF147255,l2,100,0.68793947,0.7257681,47,H13
>MF103719,l2,100,-0.6394704,0.7688157,88,H16
>MF147679,l2,100,0.97530395,-0.22086689,58,H13
>MF147919,l2,100,0.983105,-0.18304227,47,H13
>MF147715,l2,100,-0.6387579,0.76940775,88,H16
>KX977702,l2,100,0.9749062,-0.22261594,58,H13
>KX978026,l2,100,0.9830487,-0.18334478,47,H13
>MF147314,l2,100,-0.6027213,0.7979518,88,H16
>MF146397,l2,100,-0.9918964,-0.12704945,215,H16
>MF147342,l2,100,0.9740484,-0.22633979,51,H13
>KX978072,l2,100,0.9960898,-0.08834713,47,H13
>MF146654,l2,100,-0.6008285,0.7993779,88,H16
>KX978876,l2,100,0.93418044,0.35680097,238,H13
>MF146675,l2,100,-0.64974195,0.7601548,88,H16
>MF146953,l2,100,0.9739464,-0.22677848,51,H13
>MF146238,l2,100,-0.6013873,0.7989576,88,H16
>KX977785,l2,100,-0.6386892,0.7694648,88,H16
>MF146920,l2,100,-0.65088946,0.7591725,88,H16
>MF147705,l2,100,0.99049115,-0.13757595,51,H13
>KX979165,l2,100,0.99642843,-0.08444154,47,H13
>MF146193,l2,100,-0.5998826,0.80008805,88,H16
>KX979544,l2,100,0.937774,0.34724623,238,H13
>KX979432,l2,100,-0.65126187,0.7588531,88,H16
>MF146506,l2,100,0.97518605,-0.2213872,58,H13
>KX978504,l2,100,0.9962801,-0.08617348,47,H13
>MF682763,l2,100,-0.6205841,0.78414,88,H16
>MF146414,l2,100,0.74668854,0.6651738,47,H13
>KX978612,l2,100,-0.9987254,-0.050474677,215,H16
>MF146473,l2,100,0.97416496,-0.225838,51,H13
>KX977620,l2,100,0.9961146,-0.08806676,47,H13
>MF694124,l2,100,-0.6371697,0.7707236,88,H16
>MF146174,l2,100,0.69659466,0.71746486,47,H13
>MF145738,l2,100,-0.6544275,0.75612473,88,H16
>MF146800,l2,100,0.9749755,-0.22231215,58,H13
>MF682757,l2,100,0.69070685,0.7231349,47,H13
>KX979380,l2,100,0.9358838,0.35230863,238,H13
>MF147961,l2,100,-0.6542516,0.756277,88,H16
>MF147302,l2,100,0.99049914,-0.13751918,51,H13
>MF575089,l2,100,0.9962536,-0.08647979,47,H13
>MF682685,l2,100,-0.599847,0.80011463,88,H16
>MF682661,l2,100,0.6981272,0.71597373,47,H13
>KX979111,l2,100,-0.9991142,-0.04208165,215,H16
>MF146858,l2,100,0.9905043,-0.13748145,51,H13
>KX978441,l2,100,0.99627274,-0.086258166,47,H13
>MF148040,l2,100,-0.60167867,0.7987383,88,H16
>KX978020,l2,100,0.74670017,0.66516083,47,H13
>MF146352,l2,100,-0.65389204,0.7565879,88,H16
>KX979200,l2,100,0.97507685,-0.22186749,58,H13
>MF575196,l2,100,0.99623156,-0.0867325,47,H13
>MF682843,l2,100,0.6894032,0.7243779,47,H13
>MF682838,l2,100,-0.6044332,0.79665583,88,H16
>MF682844,l2,100,0.93395954,0.35737884,238,H13
>MF147682,l2,100,-0.65687835,0.7539966,88,H16
>MF146167,l2,100,0.99059,-0.13686284,51,H13
>MF575309,l2,100,0.9962281,-0.086773284,47,H13
>KX979094,l2,100,-0.63964397,0.7686713,88,H16
>MF147197,l2,100,0.9906086,-0.13672835,51,H13
>KX978735,l2,100,0.99634266,-0.08544772,47,H13
>MF147982,l2,100,-0.5996592,0.8002555,88,H16
>MF147594,l2,100,0.7466923,0.66516954,47,H13
>MF147122,l2,100,0.9752466,-0.22112007,58,H13
>MF575190,l2,100,-0.6381384,0.7699216,88,H16
>MF146360,l2,100,0.69738466,0.7166971,47,H13
>KX978043,l2,100,0.74666524,0.6652,47,H13
>MF146714,l2,100,-0.9939446,-0.10988257,215,H16
>MF147911,l2,100,0.97457683,-0.22405338,58,H13
>MF148148,l2,100,0.9830419,-0.18338096,47,H13
>MF148103,l2,100,0.7467016,0.66515917,47,H13
>MF147940,l2,100,0.97512037,-0.22167574,58,H13
>MF148072,l2,100,0.6963617,0.717691,47,H13
>MF147735,l2,100,0.9941702,0.107821964,238,H13
>MF146672,l2,100,0.97599983,-0.21777137,51,H13
>KX978929,l2,100,0.9347318,0.3553541,238,H13
>MF146970,l2,100,0.69720733,0.71686953,47,H13
>MF959989,l2,100,0.7467368,0.66511965,47,H13
>KX977869,l2,100,0.994327,0.106366545,238,H13
>MF146383,l2,100,0.9740493,-0.22633557,51,H13
>MF693939,l2,100,-0.6224007,0.7826987,88,H16
>MF146828,l2,100,-0.6003248,0.7997563,88,H16
>MF147673,l2,100,0.9762418,-0.21668383,51,H13
>MF146643,l2,100,-0.60297257,0.797762,88,H16
>MF145921,l2,100,0.9762193,-0.21678533,51,H13
>MF145764,l2,100,-0.6026547,0.7980021,88,H16
>KX978470,l2,100,0.9762613,-0.216596,51,H13
>MF147698,l2,100,0.9761649,-0.21703023,51,H13
>MF146202,l2,100,0.6896297,0.7241622,47,H13
>MF146594,l2,100,0.97586346,-0.2183816,51,H13
>MF146076,l2,100,-0.59709346,0.8021717,88,H16
>MF146496,l2,100,0.976234,-0.21671909,51,H13
>MF146816,l2,100,-0.59829247,0.8012779,88,H16
>MF145843,l2,100,0.9763561,-0.21616842,51,H13
>MF146537,l2,100,-0.60142726,0.7989276,88,H16
>KX978071,l2,100,0.9761989,-0.21687701,51,H13
>MF147537,l2,100,0.97626853,-0.21656354,51,H13
>MF146211,l2,100,0.97621995,-0.21678258,51,H13
>MF682767,l2,100,-0.6231735,0.78208363,88,H16
>MF145989,l2,100,0.6972355,0.7168422,47,H13
>MF146421,l2,100,0.74666744,0.66519755,47,H13
>MF145955,l2,100,0.9941563,0.10795012,238,H13
>MF146395,l2,100,0.9751023,-0.22175556,58,H13
>KX978369,l2,100,0.99630535,-0.08588191,47,H13
>MF693921,l2,100,-0.6364383,0.7713276,88,H16
>MK192316,l2,100,-0.63154894,0.775336,88,H16
>MF145888,l2,100,-0.60108274,0.7991869,88,H16
>MF146634,l2,100,-0.03506204,-0.9993851,51,H13
>MF148145,l2,100,-0.03565281,-0.99936426,51,H13
>KX977670,l2,100,-0.03597938,-0.9993526,51,H13
>MF146769,l2,100,-0.6012916,0.79902965,88,H16
>MF147610,l2,100,-0.034747943,-0.9993961,51,H13
>MF147728,l2,100,-0.6013352,0.79899675,88,H16
>MF145811,l2,100,-0.033434734,-0.9994409,51,H13
>MF147656,l2,100,0.98311335,-0.18299799,55,H13
>MF146014,l2,100,-0.6014048,0.7989445,88,H16
>MF147422,l2,100,0.9827498,-0.18494023,55,H13
>MF146085,l2,100,-0.6008526,0.7993598,88,H16
>MF147944,l2,100,0.9830613,-0.18327703,55,H13
>MF575228,l2,100,0.69101155,0.72284365,47,H13
>MF575118,l2,100,-0.6021377,0.79839224,88,H16
>MF146043,l2,100,0.98278433,-0.18475625,55,H13
>MF147239,l2,100,-0.6006349,0.7995235,88,H16
>MF147717,l2,100,0.98321414,-0.18245491,55,H13
>MF575207,l2,100,0.9350019,0.3546427,238,H13
>MF146566,l2,100,0.6972007,0.716876,47,H13
>MF147945,l2,100,0.7466258,0.6652442,47,H13
>KX979279,l2,100,0.9942462,0.10711862,238,H13
>MF146111,l2,100,-0.6499687,0.759961,88,H16
>MF146975,l2,100,0.9750037,-0.22218838,58,H13
>MF146245,l2,100,0.98505753,-0.17222582,47,H13
>MF694199,l2,100,0.9877872,-0.155809,47,H13
>MF146436,l2,100,-0.6007904,0.79940665,88,H16
>MF147750,l2,100,0.98298216,-0.18370116,55,H13
>MF682709,l2,100,-0.60081685,0.7993867,88,H16
>MF147841,l2,100,-0.035472013,-0.99937063,51,H13
>MF147547,l2,100,-0.6004078,0.799694,88,H16
>MF146710,l2,100,0.98298407,-0.18369064,55,H13
>KX979453,l2,100,-0.6014793,0.79888844,88,H16
>MF146214,l2,100,-0.034846656,-0.9993926,51,H13
>MF147491,l2,100,0.68882316,0.72492945,47,H13
>MF147469,l2,100,0.9761936,-0.21690108,51,H13
>MF682781,l2,100,0.6895507,0.7242374,47,H13
>KX977811,l2,100,0.97646004,-0.21569838,51,H13
>MF146391,l2,100,0.68928844,0.724487,47,H13
>MF146872,l2,100,-0.035025783,-0.9993864,51,H13
>MF146670,l2,100,0.6896959,0.7240991,47,H13
>MF145901,l2,100,-0.035022486,-0.99938655,51,H13
>MF145978,l2,100,0.6893919,0.72438854,47,H13
>MF146441,l2,100,-0.033776555,-0.9994294,51,H13
>MF145725,l2,100,-0.601301,0.7990226,88,H16
>KX978831,l2,100,-0.03488672,-0.99939126,51,H13
>KR087564,l2,100,0.9332394,0.35925502,238,H13
>MF147289,l2,100,0.9341038,0.35700142,238,H13
>MF682666,l2,100,0.99423915,0.10718427,238,H13
>MF575109,l2,100,-0.6509548,0.7591165,88,H16
>MF145876,l2,100,0.97477335,-0.22319742,58,H13
>KX977868,l2,100,0.9848526,-0.17339392,47,H13
>MF147493,l2,100,0.99621767,-0.08689327,47,H13
>MF694207,l2,100,0.9877984,-0.15573817,47,H13
>MF146424,l2,100,0.69026345,0.72355807,47,H13
>MF146204,l2,100,0.9763193,-0.21633436,51,H13
>MF145709,l2,100,0.9830733,-0.18321274,55,H13
>KX978101,l2,100,0.9830357,-0.18341415,55,H13
>MF682721,l2,100,0.6962988,0.7177521,47,H13
>MF682880,l2,100,0.690165,0.7236521,47,H13
>MF147965,l2,100,0.98305255,-0.18332388,55,H13
>MF146501,l2,100,0.68950903,0.72427714,47,H13
>MF148047,l2,100,-0.03622949,-0.99934345,51,H13
>MF147192,l2,100,-0.6025916,0.79804975,88,H16
>MF147095,l2,100,0.98318934,-0.18258902,55,H13
>MF146737,l2,100,-0.6002762,0.7997928,88,H16
>KX978834,l2,100,0.9765971,-0.21507709,51,H13
>MF146931,l2,100,-0.6009141,0.79931366,88,H16
>MF146562,l2,100,0.98285735,-0.18436755,55,H13
>MF146836,l2,100,-0.60045,0.7996623,88,H16
>MF146693,l2,100,0.982993,-0.18364324,55,H13
>MF147849,l2,100,-0.60095155,0.7992855,88,H16
>MF147375,l2,100,0.98291314,-0.18406992,55,H13
>MF575016,l2,100,0.6969106,0.71715796,47,H13
>MF147869,l2,100,0.934468,0.35604727,238,H13
>KX979026,l2,100,0.9942691,0.10690652,238,H13
>MF146964,l2,100,0.97405356,-0.22631732,51,H13
>MF147858,l2,100,0.9848371,-0.1734816,47,H13
>KX978275,l2,100,0.98307097,-0.18322518,47,H13
>MF693954,l2,100,0.9877881,-0.1558034,47,H13
>MF146060,l2,100,-0.6009463,0.79928946,88,H16
>MF147078,l2,100,0.9830911,-0.18311676,55,H13
>KX977730,l2,100,-0.6016236,0.79877967,88,H16
>KX977728,l2,100,0.9892281,-0.14638162,51,H13
>MF146767,l2,100,-0.60202646,0.79847616,88,H16
>KX979079,l2,100,0.9907231,-0.13589586,51,H13
>KX979576,l2,100,0.6912398,0.72262555,47,H13
>KX977618,l2,100,0.99038625,-0.13833004,51,H13
>MF147070,l2,100,-0.60108745,0.79918325,88,H16
>MF146502,l2,100,0.9906144,-0.13668601,51,H13
>MF146577,l2,100,-0.60155153,0.79883397,88,H16
>KX979040,l2,100,0.9829008,-0.18413584,55,H13
>MF145996,l2,100,0.6943403,0.7196469,47,H13
>KX979045,l2,100,0.99070275,-0.1360443,51,H13
>MF147363,l2,100,0.6909856,0.7228685,47,H13
>KX978218,l2,100,0.99057484,-0.13697228,51,H13
>MF148111,l2,100,-0.6010199,0.799234,88,H16
>MF146309,l2,100,0.9862874,-0.16503675,51,H13
>KX978340,l2,100,0.69757575,0.716511,47,H13
>KX978293,l2,100,0.7467049,0.66515553,47,H13
>KX978651,l2,100,-0.9925195,-0.122085944,215,H16
>MF575308,l2,100,0.9747407,-0.22333987,58,H13
>MF146285,l2,100,0.98486686,-0.17331225,47,H13
>MF694046,l2,100,0.9877845,-0.15582582,47,H13
>MF682647,l2,100,0.69013745,0.72367835,47,H13
>MF147768,l2,100,0.98623115,-0.16537268,51,H13
>MF147657,l2,100,-0.60097843,0.7992652,88,H16
>MF147484,l2,100,0.98635596,-0.16462655,51,H13
>KX978323,l2,100,-0.6022506,0.7983072,88,H16
>KX978027,l2,100,0.98643535,-0.16414995,51,H13
>MF682816,l2,100,0.9891908,-0.14663368,51,H13
>MF146344,l2,100,0.9890282,-0.14772663,51,H13
>MF147573,l2,100,0.98664576,-0.16288042,51,H13
>MF147559,l2,100,0.9865707,-0.1633347,51,H13
>KX979456,l2,100,-0.6379069,0.7701135,88,H16
>KX978937,l2,100,0.98646367,-0.16398033,51,H13
>KX978955,l2,100,-0.63776445,0.77023154,88,H16
>KX978911,l2,100,0.9884733,-0.1513955,51,H13
>CY185513,l2,100,0.98561585,-0.16900139,47,H13
>CY185569,l2,100,0.93795645,0.34675324,238,H13
>CY185529,l2,100,0.985901,-0.16732955,47,H13
>CY185537,l2,100,0.9855342,-0.16947661,47,H13
>CY185585,l2,100,-0.9927094,-0.12053207,215,H16
>CY185553,l2,100,0.98573375,-0.16831194,47,H13
>CY185489,l2,100,0.935896,0.35227647,238,H13
>CY185657,l2,100,0.9839926,-0.1782092,47,H13
>CY077000,l2,100,0.9950884,0.09899012,238,H13
>CY184471,l2,100,0.99456227,0.10414363,238,H13
>CY184488,l2,100,0.99485344,0.10132441,238,H13
>MF461180,l2,100,0.93732786,0.3484486,238,H13
>MF461188,l2,100,0.98653996,-0.1635202,47,H13
>MH201562,l2,100,0.93523437,0.3540292,238,H13
>MH201570,l2,100,0.9866898,-0.16261388,47,H13
>MH498730,l2,100,0.9749782,-0.22230025,47,H13
>MH499037,l2,100,0.9951765,0.09810094,238,H13
>MH498904,l2,100,-0.7672867,-0.6413042,215,H16
>CY177441,l2,100,-0.9984948,0.0548471,215,H16
>MH158642,l2,100,-0.7697293,-0.6383705,215,H16
>MH894208,l2,100,0.9862866,-0.1650418,47,H13
>LC339627,l2,100,0.93577355,0.35260147,238,H13
>AB937721,l2,100,-0.9986673,-0.05160967,215,H16
>LC339707,l2,100,-0.9941297,-0.10819483,215,H16
>CY195637,l2,100,0.9385963,0.34501716,238,H13
>AB284988,l2,100,0.9394955,0.34256136,238,H13
>AB285094,l2,100,0.9374919,0.34800702,238,H13
>MK627644,l2,100,-0.9997129,-0.023963384,215,H16
>MK696134,l2,100,0.99718285,0.07500862,238,H13
>MH499011,l2,100,0.94045407,-0.33992082,47,H13
>MH499177,l2,100,0.97279763,-0.23165679,47,H13
>CY176997,l2,100,-0.99838084,0.056883838,215,H16
>MH134833,l2,100,-0.7698212,-0.6382596,215,H16
>MH499208,l2,100,0.9303291,-0.36672574,47,H13
>MH498711,l2,100,0.97301716,-0.23073243,47,H13
>MH488120,l2,100,0.9523355,-0.3050527,47,H13
>MH499005,l2,100,0.92784923,-0.37295574,47,H13
>MH498759,l2,100,0.9390393,-0.3438099,47,H13
>MH499032,l2,100,0.97291964,-0.23114353,47,H13
>MH498707,l2,100,0.97277725,-0.23174246,47,H13
>MH498866,l2,100,0.9517959,-0.30673224,47,H13
>MH499141,l2,100,0.93920213,-0.34336492,47,H13
>MH498664,l2,100,0.9292271,-0.36950916,47,H13
>MH498977,l2,100,0.9293835,-0.3691154,47,H13
>MH498985,l2,100,0.92850316,-0.37132445,47,H13
>MH499049,l2,100,0.94000983,-0.34114733,47,H13
>MH498694,l2,100,0.92883235,-0.37050036,47,H13
>MH498660,l2,100,0.9725695,-0.23261206,47,H13
>MH498719,l2,100,0.93401045,-0.3572457,47,H13
>MH499238,l2,100,0.99529344,0.096907064,238,H13
>MH498845,l2,100,0.95572865,-0.2942496,47,H13
>MH499112,l2,100,0.9554896,-0.29502487,47,H13
>MH498641,l2,100,0.9362164,-0.35142404,47,H13
>MH499194,l2,100,0.95299876,-0.3029743,47,H13
>MH498654,l2,100,0.95122546,-0.30849665,238,H13
>MH499085,l2,100,0.92865425,-0.37094626,47,H13
>MH134652,l2,100,-0.7705506,-0.63737875,215,H16
>MH596987,l2,100,0.9969121,0.078525715,238,H13
>CY240828,l2,100,-0.9994805,-0.03222724,215,H16
>CY240896,l2,100,-0.99942905,-0.033787653,215,H16
>CY240948,l2,100,-0.99942726,-0.0338383,215,H16
>CY241634,l2,100,-0.9995097,-0.03131247,215,H16
>MH346972,l2,100,0.9596924,-0.28105232,47,H13
>KR010435,l2,100,0.93824273,0.34597772,238,H13
>KX979488,l2,100,-0.99905926,-0.04336594,215,H16
>MF147061,l2,100,-0.999898,-0.014282577,215,H16
>MF693968,l2,100,-0.9993785,-0.035250854,215,H16
>MF147450,l2,100,-0.9990744,-0.04301502,215,H16
>MH134702,l2,100,-0.7698192,-0.638262,215,H16
>MH134685,l2,100,-0.77273834,-0.6347247,215,H16
>MH498978,l2,100,0.9437825,-0.33056694,47,H13
>MH499057,l2,100,0.94587505,-0.32453102,47,H13
>MH498647,l2,100,0.9730964,-0.23039883,47,H13
>MH498793,l2,100,0.9474979,-0.31976193,47,H13
>MH498930,l2,100,0.93981904,-0.34167254,47,H13
>MH499107,l2,100,0.9301403,-0.36720446,47,H13
>MH499041,l2,100,0.9454909,-0.32564858,47,H13
>MH499155,l2,100,0.9401817,-0.34067354,47,H13
>MH499132,l2,100,0.9447219,-0.32787272,47,H13
>MH499078,l2,100,0.9347488,-0.3553092,47,H13
>MH499160,l2,100,0.9542187,-0.29910976,47,H13
>CY149340,l2,100,-0.9983819,-0.05686386,215,H16
>MN210139,l2,100,0.94236887,0.33457586,238,H13
>KY131017,l2,100,0.99663746,0.08193686,238,H13
>KY131040,l2,100,0.99658525,0.08257056,238,H13
>KY131056,l2,100,0.99674505,0.080618165,238,H13
>KY131072,l2,100,0.9968363,0.0794823,238,H13
>KY131080,l2,100,0.99672604,0.080853306,238,H13
>KY131088,l2,100,-0.99730796,0.07332697,215,H16
>KY131112,l2,100,0.99672735,0.08083706,238,H13
>KY131120,l2,100,0.99678606,0.08010964,238,H13
>KY131128,l2,100,0.9966654,0.08159729,238,H13
>KY131136,l2,100,0.9967082,0.08107272,238,H13
>KY131144,l2,100,0.99669534,0.081230715,238,H13
>KT338609,l2,100,-0.995501,0.094751365,215,H16
>KY131286,l2,100,0.98659426,-0.16319275,47,H13
>CY196009,l2,100,-0.9947002,-0.10281796,215,H16
>CY196403,l2,100,-0.99554163,-0.094322726,215,H16
>CY196411,l2,100,-0.99318653,-0.1165353,215,H16
>CY196419,l2,100,-0.9927515,-0.12018567,215,H16
>CY196427,l2,100,-0.99287117,-0.11919285,215,H16
>CY196435,l2,100,-0.99299556,-0.11815195,215,H16
>CY196443,l2,100,-0.9925977,-0.12144844,215,H16
>CY196451,l2,100,-0.99230593,-0.12381042,215,H16
>CY196459,l2,100,-0.9934266,-0.11447061,215,H16
>CY195614,l2,100,-0.9936308,-0.11268458,215,H16
>CY196467,l2,100,-0.9924566,-0.12259641,215,H16
>CY196475,l2,100,-0.9930068,-0.118056506,215,H16
>CY196483,l2,100,-0.994801,-0.10183795,215,H16
>CY196491,l2,100,-0.99259883,-0.12143905,215,H16
>CY196499,l2,100,-0.99300456,-0.11807648,215,H16
>CY196507,l2,100,-0.99338967,-0.11479088,215,H16
>CY196515,l2,100,-0.99313885,-0.11694097,215,H16
>CY196523,l2,100,-0.9931899,-0.116507076,215,H16
>CY196531,l2,100,-0.9949886,-0.099988304,215,H16
>CY196539,l2,100,-0.99517065,-0.09816012,215,H16
>CY196547,l2,100,-0.9946895,-0.10292104,215,H16
>CY196555,l2,100,-0.99555755,-0.09415613,215,H16
>CY196563,l2,100,-0.99451905,-0.10455506,215,H16
>CY196571,l2,100,-0.99299616,-0.11814679,215,H16
>CY196579,l2,100,-0.9954386,-0.09540531,215,H16
>CY196587,l2,100,-0.99503314,-0.099544406,215,H16
>CY196595,l2,100,-0.99299055,-0.11819359,215,H16
>CY195628,l2,100,0.9387013,0.34473163,238,H13
>CY196603,l2,100,-0.99514055,-0.098464504,215,H16
>CY196611,l2,100,0.9384681,0.34536582,238,H13
>CY195671,l2,100,-0.9981024,-0.061575923,215,H16
>CY195679,l2,100,-0.9973496,-0.07275815,215,H16
>CY195687,l2,100,-0.99780196,-0.06626598,215,H16
>CY195695,l2,100,-0.99788195,-0.06505124,215,H16
>CY195703,l2,100,-0.997319,-0.07317709,215,H16
>CY195711,l2,100,-0.9980491,-0.062433314,215,H16
>CY195785,l2,100,-0.99823254,-0.05942903,215,H16
>CY196748,l2,100,-0.9974672,-0.071127646,215,H16
>CY196756,l2,100,-0.9977139,-0.06757885,215,H16
>CY196764,l2,100,-0.997749,-0.067059614,215,H16
>CY196772,l2,100,-0.9976293,-0.06881678,215,H16
>CY196780,l2,100,-0.9973816,-0.07231867,215,H16
>CY196788,l2,100,-0.99768883,-0.0679487,215,H16
>CY196796,l2,100,-0.99743015,-0.07164575,215,H16
>CY195793,l2,100,-0.9971169,-0.075880975,215,H16
>CY196804,l2,100,-0.9984777,0.055156182,215,H16
>CY196812,l2,100,-0.9975914,-0.06936457,215,H16
>CY239288,l2,100,-0.9995713,0.02927695,215,H16
>CY239296,l2,100,-0.99945706,0.032948647,215,H16
>CY213711,l2,100,-0.99935144,0.036008,215,H16
>CY213719,l2,100,-0.99952936,0.030676115,215,H16
>CY213751,l2,100,-0.9993362,0.036431484,215,H16
>CY213759,l2,100,-0.99913055,0.04169178,215,H16
>CY213767,l2,100,-0.9993167,0.036961406,215,H16
>CY206862,l2,100,-0.98557657,0.16923006,215,H16
>CY206870,l2,100,-0.98693424,0.16112378,215,H16
>CY206878,l2,100,-0.98825496,0.15281424,215,H16
>CY206677,l2,100,-0.987257,0.15913391,215,H16
>CY206886,l2,100,-0.9877682,0.15592954,215,H16
>CY206894,l2,100,-0.9874134,0.15816075,215,H16
>CY206902,l2,100,-0.9855192,0.16956411,215,H16
>CY206910,l2,100,-0.9864631,0.1639832,215,H16
>CY206918,l2,100,-0.9850368,0.17234465,215,H16
>CY206926,l2,100,-0.9886894,0.14997743,215,H16
>CY239304,l2,100,-0.98914784,0.14692412,215,H16
>CY206934,l2,100,-0.98829967,0.15252435,215,H16
>CY206942,l2,100,-0.98668313,0.16265403,215,H16
>CY206950,l2,100,-0.9925901,0.12151036,215,H16
>CY206958,l2,100,-0.9876648,0.15658303,215,H16
>CY206966,l2,100,-0.98868823,0.14998518,215,H16
>CY206974,l2,100,-0.9881714,0.15335357,215,H16
>CY206982,l2,100,-0.9886796,0.15004253,215,H16
>CY206990,l2,100,-0.98742545,0.15808558,215,H16
>CY206998,l2,100,-0.9881456,0.15351924,215,H16
>CY207006,l2,100,-0.989737,0.14290103,215,H16
>CY207014,l2,100,-0.9887713,0.1494365,215,H16
>CY239312,l2,100,-0.9881308,0.15361515,215,H16
>CY213636,l2,100,0.99538976,0.09591288,238,H13
>CY213535,l2,100,0.995308,0.09675678,238,H13
>CY213655,l2,100,-0.9963043,0.085894406,215,H16
>CY213663,l2,100,0.99546164,0.09516293,238,H13
>CY213671,l2,100,-0.9973006,0.07342665,215,H16
>CY213679,l2,100,-0.9959626,0.08976917,215,H16
>CY213695,l2,100,0.9864484,-0.16407186,47,H13
>CY213703,l2,100,0.98632604,-0.16480592,47,H13
>CY239376,l2,100,-0.9961513,0.08765011,215,H16
>CY239320,l2,100,-0.9966074,0.08230214,215,H16
>CY239328,l2,100,-0.9961978,0.087119676,215,H16
